Region	Month of Period End	Median Sale Price	Median Sale Price MoM 	Median Sale Price YoY 	Homes Sold	Homes Sold MoM 	Homes Sold YoY 	New Listings	New Listings MoM 	New Listings YoY 	Inventory	Inventory MoM 	 Inventory YoY 	Days on Market	Days on Market MoM	Days on Market YoY	Average Sale To List	Average Sale To List MoM 	Average Sale To List YoY 
Pennsylvania	December 2020	$229K	-0.5%	14.0%	15,115	3.8%	24.2%	8,265	-29.6%	16.2%	25,578	-16.8%	-29.6%	42	3	-18	98.4%	-0.2%	1.9%
Pennsylvania	January 2021	$226K	-1.6%	15.4%	10,552	-30.2%	14.4%	10,496	27.0%	-6.5%	24,204	-5.4%	-32.2%	48	6	-21	98.2%	-0.2%	1.9%
Pennsylvania	February 2021	$223K	-1.2%	14.5%	9,236	-12.5%	3.3%	10,184	-3.0%	-20.3%	23,360	-3.5%	-36.0%	51	3	-22	98.2%	0.0%	1.8%
Pennsylvania	March 2021	$235K	5.3%	12.2%	12,504	35.4%	13.9%	15,974	56.9%	25.5%	24,012	2.8%	-32.8%	45	-6	-17	98.8%	0.6%	1.6%
Pennsylvania	April 2021	$242K	2.9%	8.3%	13,383	7.0%	44.4%	18,337	14.8%	267.3%	26,612	10.8%	-18.8%	37	-8	-16	99.8%	1.0%	2.1%
Pennsylvania	May 2021	$249K	3.1%	12.7%	14,006	4.7%	107.1%	18,333	0.0%	35.3%	28,312	6.4%	-21.7%	33	-4	-32	100.6%	0.8%	3.7%
Pennsylvania	June 2021	$268K	7.5%	19.0%	17,624	25.8%	77.2%	19,728	7.6%	5.2%	30,274	6.9%	-20.3%	30	-3	-37	101.0%	0.4%	3.6%
Pennsylvania	July 2021	$264K	-1.6%	15.5%	16,613	-5.7%	-6.9%	18,750	-5.0%	1.5%	32,532	7.4%	-11.5%	29	-1	-22	100.7%	-0.3%	2.6%
Pennsylvania	August 2021	$264K	-0.1%	12.2%	16,595	-0.1%	-4.9%	16,999	-9.3%	0.1%	32,328	-0.6%	-8.4%	31	2	-12	100.3%	-0.5%	1.8%
Pennsylvania	September 2021	$253K	-3.8%	10.4%	15,422	-7.1%	-7.1%	15,736	-7.4%	-5.5%	32,264	-0.2%	-7.1%	33	2	-9	99.7%	-0.6%	1.3%
Pennsylvania	October 2021	$250K	-1.4%	8.7%	14,625	-5.2%	-12.4%	14,882	-5.4%	-10.7%	30,839	-4.4%	-8.3%	37	4	-5	99.3%	-0.3%	0.9%
Pennsylvania	November 2021	$251K	0.5%	9.0%	14,447	-1.2%	-0.7%	11,963	-19.6%	1.9%	27,636	-10.4%	-10.1%	38	1	-1	99.1%	-0.3%	0.5%
Pennsylvania	December 2021	$248K	-1.2%	8.2%	14,676	1.6%	-2.9%	8,266	-30.9%	0.0%	22,708	-17.8%	-11.2%	39	1	-3	99.2%	0.1%	0.8%
Pennsylvania	January 2022	$243K	-2.0%	7.7%	10,514	-28.4%	-0.4%	9,731	17.7%	-7.3%	21,123	-7.0%	-12.7%	43	4	-5	98.9%	-0.2%	0.7%
Pennsylvania	February 2022	$241K	-1.0%	7.9%	9,291	-11.6%	0.6%	11,302	16.1%	11.0%	20,960	-0.8%	-10.3%	46	3	-5	98.9%	0.0%	0.7%
Pennsylvania	March 2022	$256K	6.3%	8.9%	12,174	31.0%	-2.6%	15,866	40.4%	-0.7%	21,920	4.6%	-8.7%	36	-10	-9	100.1%	1.2%	1.3%
Pennsylvania	April 2022	$264K	3.0%	9.0%	12,623	3.7%	-5.7%	16,701	5.3%	-8.9%	24,600	12.2%	-7.5%	29	-7	-8	101.0%	0.9%	1.2%
Pennsylvania	May 2022	$278K	5.4%	11.5%	13,614	7.8%	-2.8%	17,568	5.2%	-4.2%	27,035	9.9%	-4.5%	27	-2	-6	101.6%	0.6%	1.0%
Pennsylvania	June 2022	$291K	4.9%	8.7%	15,726	15.5%	-10.8%	18,697	6.4%	-5.2%	29,945	10.7%	-1.1%	26	-1	-4	101.6%	0.0%	0.6%
Pennsylvania	July 2022	$284K	-2.5%	7.8%	13,747	-12.6%	-17.3%	15,825	-15.4%	-15.6%	30,972	3.4%	-4.8%	29	3	0	100.6%	-1.0%	-0.1%
Pennsylvania	August 2022	$277K	-2.4%	5.3%	14,536	5.7%	-12.4%	14,695	-7.1%	-13.6%	29,625	-4.3%	-8.4%	31	2	0	99.7%	-0.9%	-0.6%
Pennsylvania	September 2022	$265K	-4.7%	4.4%	13,225	-9.0%	-14.2%	13,916	-5.3%	-11.6%	29,292	-1.1%	-9.2%	34	3	1	99.0%	-0.7%	-0.6%
Pennsylvania	October 2022	$263K	-0.4%	5.4%	11,540	-12.7%	-21.1%	12,412	-10.8%	-16.6%	28,640	-2.2%	-7.1%	32	-2	-5	98.6%	-0.4%	-0.7%
Pennsylvania	November 2022	$263K	-0.2%	4.6%	10,548	-8.6%	-27.0%	9,572	-22.9%	-20.0%	26,463	-7.6%	-4.3%	32	0	-6	98.2%	-0.4%	-0.8%
Pennsylvania	December 2022	$254K	-3.4%	2.3%	10,024	-5.0%	-31.7%	6,465	-32.5%	-21.8%	22,996	-13.1%	1.2%	36	4	-3	97.7%	-0.5%	-1.4%
Pennsylvania	January 2023	$249K	-1.8%	2.6%	7,377	-26.4%	-29.9%	8,744	35.3%	-10.2%	21,823	-5.1%	3.3%	44	8	1	97.2%	-0.5%	-1.7%
Pennsylvania	February 2023	$244K	-2.3%	1.3%	7,290	-1.2%	-21.6%	9,274	6.1%	-18.0%	21,183	-2.9%	1.0%	47	3	1	97.7%	0.4%	-1.3%
Pennsylvania	March 2023	$259K	6.2%	1.2%	10,226	40.3%	-16.0%	12,855	38.7%	-19.0%	21,774	3.0%	-0.7%	39	-8	3	98.4%	0.7%	-1.7%
Pennsylvania	April 2023	$265K	2.3%	0.5%	9,497	-7.2%	-24.8%	12,885	0.2%	-22.9%	22,485	3.2%	-8.6%	30	-9	1	99.2%	0.8%	-1.8%
Pennsylvania	May 2023	$278K	4.9%	0.0%	11,479	20.8%	-15.7%	14,308	10.9%	-18.6%	23,199	3.0%	-14.2%	27	-3	0	100.0%	0.8%	-1.6%
Pennsylvania	June 2023	$298K	7.2%	2.2%	13,137	14.4%	-16.5%	14,155	-1.1%	-24.3%	23,671	2.0%	-21.0%	25	-2	-1	100.4%	0.4%	-1.2%
Pennsylvania	July 2023	$292K	-1.9%	2.8%	10,944	-16.7%	-20.4%	13,176	-6.9%	-16.7%	23,994	1.4%	-22.5%	25	0	-4	100.2%	-0.2%	-0.4%
Pennsylvania	August 2023	$293K	0.2%	5.5%	12,202	11.5%	-16.1%	13,729	4.2%	-6.6%	24,454	1.9%	-17.5%	26	1	-5	99.9%	-0.3%	0.2%
Pennsylvania	September 2023	$273K	-6.7%	3.3%	10,885	-10.8%	-17.7%	12,932	-5.8%	-7.1%	25,449	4.1%	-13.2%	27	1	-7	99.3%	-0.6%	0.3%
Pennsylvania	October 2023	$273K	-0.1%	3.7%	10,625	-2.3%	-7.9%	12,631	-2.2%	1.8%	25,740	1.3%	-10.1%	28	1	-4	99.0%	-0.3%	0.4%
Pennsylvania	November 2023	$268K	-1.7%	2.0%	9,974	-6.2%	-5.5%	10,118	-20.0%	5.7%	24,713	-4.2%	-6.7%	30	2	-2	98.6%	-0.4%	0.4%
Pennsylvania	December 2023	$270K	0.8%	6.5%	9,725	-2.5%	-3.0%	6,639	-34.4%	2.7%	21,685	-12.3%	-5.7%	35	5	-1	98.1%	-0.6%	0.3%
Pennsylvania	January 2024	$265K	-2.0%	6.3%	7,248	-25.4%	-1.7%	8,924	34.5%	2.1%	21,017	-3.0%	-3.6%	41	6	-3	97.8%	-0.2%	0.6%
Pennsylvania	February 2024	$263K	-0.8%	7.8%	7,530	3.9%	3.3%	10,698	19.9%	15.4%	21,457	2.1%	1.4%	44	3	-3	97.9%	0.1%	0.3%
Pennsylvania	March 2024	$276K	4.9%	6.6%	9,354	24.2%	-8.6%	12,410	16.1%	-3.5%	22,007	2.6%	1.0%	35	-9	-4	98.8%	0.9%	0.4%
Pennsylvania	April 2024	$285K	3.3%	7.6%	10,390	11.1%	9.4%	14,357	15.7%	11.3%	22,973	4.3%	2.1%	29	-6	-1	99.4%	0.6%	0.2%
Pennsylvania	May 2024	$298K	4.6%	7.2%	11,915	14.7%	3.9%	15,470	7.9%	8.3%	24,451	6.6%	5.7%	26	-3	-1	99.9%	0.5%	-0.1%
Pennsylvania	June 2024	$317K	6.3%	6.3%	11,493	-3.6%	-12.4%	14,101	-8.9%	-0.3%	25,096	2.6%	6.2%	25	-1	0	100.3%	0.4%	-0.1%
Rhode Island	January 2012	$166K	-5.4%	-13.3%	615	-29.3%	14.7%	1,135	48.8%	10.4%	5,818	-1.3%	-2.4%	98	14	6	93.6%	-0.4%	-0.9%
Rhode Island	February 2012	$171K	2.7%	-10.9%	577	-6.2%	22.2%	1,324	16.7%	21.0%	5,907	1.5%	0.0%	102	4	-6	93.7%	0.1%	0.3%
Rhode Island	March 2012	$167K	-2.2%	-8.2%	813	40.9%	16.1%	1,679	26.8%	-7.0%	6,040	2.3%	-4.6%	108	6	-1	93.7%	-0.1%	-0.1%
Rhode Island	April 2012	$175K	4.9%	-2.5%	838	3.1%	20.9%	1,661	-1.1%	-13.0%	6,245	3.4%	-10.2%	100	-8	-2	93.9%	0.3%	-0.3%
Rhode Island	May 2012	$178K	1.8%	-7.2%	952	13.6%	11.1%	1,655	-0.4%	-11.4%	6,385	2.2%	-13.9%	81	-19	-2	93.8%	-0.1%	0.0%
Rhode Island	June 2012	$197K	10.2%	-4.3%	1,062	11.6%	12.1%	1,515	-8.5%	-12.0%	6,354	-0.5%	-16.7%	75	-6	10	94.2%	0.4%	-1.0%
Rhode Island	July 2012	$195K	-0.8%	-5.6%	1,008	-5.1%	21.3%	1,342	-11.4%	-3.9%	6,275	-1.2%	-17.8%	61	-14	-5	95.1%	0.9%	0.7%
Rhode Island	August 2012	$200K	2.6%	-2.0%	1,016	0.8%	14.2%	1,355	1.0%	-6.0%	6,112	-2.6%	-19.8%	74	13	9	94.3%	-0.8%	0.1%
Rhode Island	September 2012	$188K	-6.1%	-3.1%	885	-12.9%	2.7%	1,245	-8.1%	-8.7%	5,870	-4.0%	-20.9%	72	-2	-11	94.9%	0.6%	0.4%
Rhode Island	October 2012	$188K	0.1%	7.1%	939	6.1%	24.7%	1,190	-4.4%	-3.0%	5,557	-5.3%	-20.8%	73	1	-17	94.2%	-0.8%	0.3%
Rhode Island	November 2012	$196K	4.1%	4.7%	1,004	6.9%	33.3%	865	-27.3%	-12.9%	5,180	-6.8%	-21.2%	81	8	-20	94.7%	0.6%	0.7%
Rhode Island	December 2012	$190K	-3.0%	8.0%	947	-5.7%	8.9%	654	-24.4%	-14.3%	4,649	-10.3%	-21.1%	85	4	1	94.5%	-0.2%	0.5%
Rhode Island	January 2013	$174K	-8.7%	4.2%	662	-30.1%	7.6%	1,213	85.5%	6.9%	4,665	0.3%	-19.8%	81	-4	-17	93.9%	-0.6%	0.3%
Rhode Island	February 2013	$187K	7.5%	9.2%	608	-8.2%	5.4%	981	-19.1%	-25.9%	4,611	-1.2%	-21.9%	100	19	-2	94.6%	0.7%	0.9%
Rhode Island	March 2013	$182K	-2.7%	8.7%	803	32.1%	-1.2%	1,584	61.5%	-5.7%	4,773	3.5%	-21.0%	92	-8	-16	94.4%	-0.2%	0.7%
Rhode Island	April 2013	$178K	-2.3%	1.3%	909	13.2%	8.5%	1,942	22.6%	16.9%	5,139	7.7%	-17.7%	80	-12	-20	95.3%	0.9%	1.3%
Rhode Island	May 2013	$204K	15.1%	14.5%	1,160	27.6%	21.8%	1,922	-1.0%	16.1%	5,472	6.5%	-14.3%	57	-23	-24	95.7%	0.5%	1.9%
Rhode Island	June 2013	$223K	9.3%	13.6%	1,250	7.8%	17.7%	1,686	-12.3%	11.3%	5,658	3.4%	-11.0%	43	-14	-32	96.0%	0.3%	1.8%
Rhode Island	July 2013	$210K	-6.0%	7.6%	1,275	2.0%	26.5%	1,532	-9.1%	14.2%	5,833	3.1%	-7.0%	44	1	-17	96.2%	0.2%	1.1%
Rhode Island	August 2013	$212K	1.0%	5.9%	1,239	-2.8%	21.9%	1,574	2.7%	16.2%	5,865	0.5%	-4.0%	49	5	-25	96.0%	-0.2%	1.7%
Rhode Island	September 2013	$205K	-3.4%	8.9%	1,057	-14.7%	19.4%	1,503	-4.5%	20.7%	6,010	2.5%	2.4%	60	11	-12	96.0%	0.0%	1.1%
Rhode Island	October 2013	$200K	-2.3%	6.4%	1,086	2.7%	15.7%	1,368	-9.0%	15.0%	5,999	-0.2%	8.0%	60	0	-13	95.9%	-0.1%	1.8%
Rhode Island	November 2013	$204K	1.9%	4.2%	942	-13.3%	-6.2%	967	-29.3%	11.8%	5,520	-8.0%	6.6%	76	16	-5	95.9%	0.0%	1.1%
Rhode Island	December 2013	$201K	-1.6%	5.7%	922	-2.1%	-2.6%	664	-31.3%	1.5%	4,847	-12.2%	4.3%	80	4	-5	95.5%	-0.4%	1.0%
Rhode Island	January 2014	$202K	0.6%	16.5%	718	-22.1%	8.5%	1,074	61.7%	-11.5%	4,744	-2.1%	1.7%	98	18	17	95.1%	-0.4%	1.1%
Rhode Island	February 2014	$193K	-4.5%	3.4%	594	-17.3%	-2.3%	1,116	3.9%	13.8%	4,812	1.4%	4.4%	110	12	10	95.2%	0.1%	0.5%
Rhode Island	March 2014	$198K	2.7%	9.1%	792	33.3%	-1.4%	1,679	50.4%	6.0%	5,166	7.4%	8.2%	93	-17	1	95.5%	0.3%	1.1%
Rhode Island	April 2014	$208K	4.7%	16.9%	871	10.0%	-4.2%	1,957	16.6%	0.8%	5,613	8.7%	9.2%	91	-2	11	96.4%	0.9%	1.2%
Rhode Island	May 2014	$203K	-2.2%	-0.7%	1,061	21.8%	-8.5%	2,059	5.2%	7.1%	6,015	7.2%	9.9%	69	-22	12	96.0%	-0.5%	0.2%
Rhode Island	June 2014	$226K	11.2%	1.0%	1,259	18.7%	0.7%	1,930	-6.3%	14.5%	6,457	7.3%	14.1%	57	-12	14	96.1%	0.2%	0.1%
Rhode Island	July 2014	$220K	-2.6%	4.7%	1,200	-4.7%	-5.9%	1,708	-11.5%	11.5%	6,720	4.1%	15.2%	52	-5	8	96.3%	0.2%	0.0%
Rhode Island	August 2014	$218K	-1.0%	2.6%	1,099	-8.4%	-11.3%	1,517	-11.2%	-3.6%	6,726	0.1%	14.7%	59	7	10	95.8%	-0.5%	-0.2%
Rhode Island	September 2014	$206K	-5.5%	0.4%	1,137	3.5%	7.6%	1,546	1.9%	2.9%	6,562	-2.4%	9.2%	70	11	10	95.7%	-0.1%	-0.3%
Rhode Island	October 2014	$225K	9.3%	12.3%	1,155	1.6%	6.4%	1,390	-10.1%	1.6%	6,300	-4.0%	5.0%	77	7	17	95.5%	-0.1%	-0.4%
Rhode Island	November 2014	$204K	-9.2%	0.0%	870	-24.7%	-7.6%	902	-35.1%	-6.7%	5,693	-9.6%	3.1%	80	3	4	95.6%	0.1%	-0.2%
Rhode Island	December 2014	$204K	-0.2%	1.4%	1,092	25.5%	18.4%	706	-21.7%	6.3%	4,968	-12.7%	2.5%	88	8	8	95.8%	0.2%	0.3%
Rhode Island	January 2015	$201K	-1.2%	-0.4%	750	-31.3%	4.5%	1,044	47.9%	-2.8%	4,805	-3.3%	1.3%	96	8	-2	95.6%	-0.2%	0.5%
Rhode Island	February 2015	$199K	-1.2%	3.0%	637	-15.1%	7.2%	893	-14.5%	-20.0%	4,625	-3.7%	-3.9%	106	10	-4	95.4%	-0.2%	0.2%
Rhode Island	March 2015	$206K	3.6%	4.0%	838	31.6%	5.8%	1,507	68.8%	-10.2%	4,734	2.4%	-8.4%	114	8	21	95.3%	-0.1%	-0.2%
Rhode Island	April 2015	$203K	-1.5%	-2.1%	912	8.8%	4.7%	2,345	55.6%	19.8%	5,599	18.3%	-0.2%	89	-25	-2	96.1%	0.8%	-0.4%
Rhode Island	May 2015	$229K	12.5%	12.6%	1,093	19.8%	3.0%	2,255	-3.8%	9.5%	6,125	9.4%	1.8%	74	-15	5	96.6%	0.6%	0.7%
Rhode Island	June 2015	$232K	1.4%	2.7%	1,447	32.4%	14.9%	2,110	-6.4%	9.3%	6,452	5.3%	-0.1%	55	-19	-2	96.9%	0.2%	0.8%
Rhode Island	July 2015	$232K	0.0%	5.4%	1,397	-3.5%	16.4%	1,810	-14.2%	6.0%	6,503	0.8%	-3.2%	54	-1	2	96.8%	0.0%	0.6%
Rhode Island	August 2015	$230K	-1.0%	5.4%	1,274	-8.8%	15.9%	1,541	-14.9%	1.6%	6,334	-2.6%	-5.8%	61	7	2	97.0%	0.1%	1.2%
Rhode Island	September 2015	$231K	0.6%	12.3%	1,250	-1.9%	9.9%	1,563	1.4%	1.1%	6,214	-1.9%	-5.3%	67	6	-3	96.2%	-0.8%	0.5%
Rhode Island	October 2015	$224K	-3.0%	-0.3%	1,221	-2.3%	5.7%	1,369	-12.4%	-1.5%	5,842	-6.0%	-7.3%	72	5	-5	96.4%	0.2%	0.9%
Rhode Island	November 2015	$219K	-2.5%	7.2%	1,017	-16.7%	16.9%	1,079	-21.2%	19.6%	5,437	-6.9%	-4.5%	72	0	-8	96.0%	-0.4%	0.4%
Rhode Island	December 2015	$222K	1.4%	8.9%	1,167	14.7%	6.9%	849	-21.3%	20.3%	4,720	-13.2%	-5.0%	79	7	-9	96.4%	0.3%	0.6%
Rhode Island	January 2016	$223K	0.6%	10.8%	788	-32.5%	5.1%	1,115	31.3%	6.8%	4,586	-2.8%	-4.6%	89	10	-7	95.9%	-0.5%	0.2%
Rhode Island	February 2016	$215K	-3.4%	8.4%	830	5.3%	30.3%	1,213	8.8%	35.8%	4,547	-0.9%	-1.7%	86	-3	-20	96.3%	0.5%	0.9%
Rhode Island	March 2016	$225K	4.4%	9.2%	1,002	20.7%	19.6%	1,894	56.1%	25.7%	4,910	8.0%	3.7%	90	4	-24	96.6%	0.2%	1.3%
Rhode Island	April 2016	$237K	5.5%	16.9%	1,132	13.0%	24.1%	1,946	2.7%	-17.0%	5,186	5.6%	-7.4%	74	-16	-15	97.2%	0.6%	1.1%
Rhode Island	May 2016	$233K	-1.8%	2.0%	1,294	14.3%	18.4%	2,048	5.2%	-9.2%	5,436	4.8%	-11.2%	64	-10	-10	97.3%	0.1%	0.6%
Rhode Island	June 2016	$244K	4.6%	5.1%	1,539	18.9%	6.4%	1,987	-3.0%	-5.8%	5,573	2.5%	-13.6%	53	-11	-2	97.6%	0.3%	0.7%
Rhode Island	July 2016	$255K	4.5%	9.8%	1,462	-5.0%	4.7%	1,676	-15.7%	-7.4%	5,618	0.8%	-13.6%	55	2	1	97.5%	-0.1%	0.7%
Rhode Island	August 2016	$247K	-2.8%	7.8%	1,482	1.4%	16.3%	1,772	5.7%	15.0%	5,568	-0.9%	-12.1%	59	4	-2	97.2%	-0.3%	0.3%
Rhode Island	September 2016	$232K	-6.4%	0.3%	1,358	-8.4%	8.6%	1,605	-9.4%	2.7%	5,478	-1.6%	-11.8%	61	2	-6	97.1%	-0.1%	0.9%
Rhode Island	October 2016	$237K	2.2%	5.6%	1,289	-5.1%	5.6%	1,303	-18.8%	-4.8%	5,138	-6.2%	-12.1%	62	1	-10	97.3%	0.2%	0.9%
Rhode Island	November 2016	$241K	2.0%	10.4%	1,240	-3.8%	21.9%	1,120	-14.0%	3.8%	4,660	-9.3%	-14.3%	63	1	-9	97.0%	-0.3%	1.0%
Rhode Island	December 2016	$236K	-2.3%	6.4%	1,260	1.6%	8.0%	750	-33.0%	-11.7%	3,948	-15.3%	-16.4%	73	10	-6	97.0%	0.0%	0.6%
Rhode Island	January 2017	$228K	-3.1%	2.4%	948	-24.8%	20.3%	1,132	50.9%	1.5%	3,909	-1.0%	-14.8%	79	6	-10	96.8%	-0.2%	0.9%
Rhode Island	February 2017	$228K	0.0%	6.0%	794	-16.2%	-4.3%	1,073	-5.2%	-11.5%	3,849	-1.5%	-15.4%	79	0	-7	96.8%	0.0%	0.5%
Rhode Island	March 2017	$230K	0.8%	2.3%	1,050	32.2%	4.8%	1,682	56.8%	-11.2%	3,971	3.2%	-19.1%	74	-5	-16	97.1%	0.2%	0.5%
Rhode Island	April 2017	$242K	5.0%	1.8%	1,146	9.1%	1.2%	1,787	6.2%	-8.2%	4,255	7.2%	-18.0%	64	-10	-10	97.4%	0.3%	0.2%
Rhode Island	May 2017	$253K	4.9%	8.7%	1,390	21.3%	7.4%	2,152	20.4%	5.1%	4,693	10.3%	-13.7%	53	-11	-11	98.3%	0.9%	1.0%
Rhode Island	June 2017	$264K	4.2%	8.3%	1,708	22.9%	11.0%	2,029	-5.7%	2.1%	4,827	2.9%	-13.4%	48	-5	-5	98.1%	-0.1%	0.6%
Rhode Island	July 2017	$265K	0.6%	4.2%	1,451	-15.0%	-0.8%	1,697	-16.4%	1.3%	4,768	-1.2%	-15.1%	51	3	-4	98.5%	0.3%	0.9%
Rhode Island	August 2017	$262K	-1.2%	6.0%	1,562	7.6%	5.4%	1,801	6.1%	1.6%	4,825	1.2%	-13.3%	53	2	-6	98.4%	-0.1%	1.2%
Rhode Island	September 2017	$265K	1.3%	14.6%	1,366	-12.5%	0.6%	1,541	-14.4%	-4.0%	4,739	-1.8%	-13.5%	55	2	-6	98.2%	-0.2%	1.1%
Rhode Island	October 2017	$260K	-2.0%	9.9%	1,462	7.0%	13.4%	1,512	-1.9%	16.0%	4,627	-2.4%	-9.9%	57	2	-5	97.7%	-0.5%	0.3%
Rhode Island	November 2017	$260K	-0.1%	7.6%	1,264	-13.5%	1.9%	1,103	-27.1%	-1.5%	4,147	-10.4%	-11.0%	65	8	2	97.9%	0.2%	0.9%
Rhode Island	December 2017	$259K	-0.2%	10.0%	1,285	1.7%	2.0%	693	-37.2%	-7.6%	3,430	-17.3%	-13.1%	63	-2	-10	97.6%	-0.3%	0.6%
Rhode Island	January 2018	$256K	-1.2%	12.2%	903	-29.7%	-4.7%	1,037	49.6%	-8.4%	3,295	-3.9%	-15.7%	65	2	-14	97.2%	-0.4%	0.4%
Rhode Island	February 2018	$256K	-0.1%	12.1%	826	-8.5%	4.0%	1,212	16.9%	13.0%	3,383	2.7%	-12.1%	72	7	-7	97.5%	0.4%	0.7%
Rhode Island	March 2018	$257K	0.4%	11.7%	1,059	28.2%	0.9%	1,574	29.9%	-6.4%	3,552	5.0%	-10.6%	67	-5	-7	98.2%	0.7%	1.1%
Rhode Island	April 2018	$267K	4.0%	10.7%	1,121	5.9%	-2.2%	1,983	26.0%	11.0%	4,029	13.4%	-5.3%	53	-14	-11	98.4%	0.2%	1.0%
Rhode Island	May 2018	$275K	2.7%	8.5%	1,376	22.7%	-1.0%	2,334	17.7%	8.5%	4,627	14.8%	-1.4%	47	-6	-6	98.6%	0.2%	0.3%
Rhode Island	June 2018	$286K	4.2%	8.5%	1,668	21.2%	-2.3%	2,136	-8.5%	5.3%	4,969	7.4%	2.9%	47	0	-1	98.8%	0.2%	0.7%
Rhode Island	July 2018	$280K	-2.1%	5.6%	1,473	-11.7%	1.5%	1,903	-10.9%	12.1%	5,170	4.0%	8.4%	46	-1	-5	98.8%	0.0%	0.3%
Rhode Island	August 2018	$278K	-0.7%	6.1%	1,568	6.4%	0.4%	1,849	-2.8%	2.7%	5,115	-1.1%	6.0%	51	5	-2	98.3%	-0.5%	-0.1%
Rhode Island	September 2018	$281K	0.9%	5.7%	1,256	-19.9%	-8.1%	1,693	-8.4%	9.9%	5,226	2.2%	10.3%	58	7	3	97.7%	-0.6%	-0.4%
Rhode Island	October 2018	$277K	-1.5%	6.3%	1,393	10.9%	-4.7%	1,653	-2.4%	9.3%	5,023	-3.9%	8.6%	60	2	3	97.8%	0.1%	0.2%
Rhode Island	November 2018	$272K	-1.5%	4.8%	1,328	-4.7%	5.1%	1,102	-33.3%	-0.1%	4,471	-11.0%	7.8%	63	3	-2	97.8%	0.0%	-0.1%
Rhode Island	December 2018	$269K	-1.2%	3.7%	1,118	-15.8%	-13.0%	716	-35.0%	3.3%	3,774	-15.6%	10.0%	63	0	0	97.6%	-0.2%	0.0%
Rhode Island	January 2019	$264K	-1.7%	3.1%	883	-21.0%	-2.2%	1,149	60.5%	10.8%	3,674	-2.6%	11.5%	72	9	7	96.8%	-0.7%	-0.3%
Rhode Island	February 2019	$252K	-4.5%	-1.4%	790	-10.5%	-4.4%	1,171	1.9%	-3.4%	3,601	-2.0%	6.4%	77	5	5	96.9%	0.0%	-0.7%
Rhode Island	March 2019	$270K	7.0%	5.1%	1,065	34.8%	0.6%	1,651	41.0%	4.9%	3,859	7.2%	8.6%	76	-1	9	97.4%	0.5%	-0.8%
Rhode Island	April 2019	$279K	3.2%	4.2%	1,166	9.5%	4.0%	2,060	24.8%	3.9%	4,245	10.0%	5.4%	58	-18	5	97.9%	0.5%	-0.5%
Rhode Island	May 2019	$293K	5.1%	6.6%	1,500	28.6%	9.0%	2,220	7.8%	-4.9%	4,608	8.6%	-0.4%	49	-9	2	98.2%	0.3%	-0.4%
Rhode Island	June 2019	$295K	0.9%	3.2%	1,564	4.3%	-6.2%	1,843	-17.0%	-13.7%	4,601	-0.2%	-7.4%	44	-5	-3	98.4%	0.2%	-0.4%
Rhode Island	July 2019	$293K	-0.9%	4.4%	1,607	2.7%	9.1%	1,691	-8.2%	-11.1%	4,508	-2.0%	-12.8%	45	1	-1	98.5%	0.1%	-0.2%
Rhode Island	August 2019	$291K	-0.6%	4.5%	1,542	-4.0%	-1.7%	1,758	4.0%	-4.9%	4,517	0.2%	-11.7%	48	3	-3	98.3%	-0.3%	0.0%
Rhode Island	September 2019	$297K	2.1%	5.8%	1,311	-15.0%	4.4%	1,699	-3.4%	0.4%	4,609	2.0%	-11.8%	53	5	-5	97.9%	-0.3%	0.2%
Rhode Island	October 2019	$294K	-1.0%	6.3%	1,418	8.2%	1.8%	1,585	-6.7%	-4.1%	4,370	-5.2%	-13.0%	54	1	-6	97.7%	-0.2%	-0.1%
Rhode Island	November 2019	$297K	1.0%	9.1%	1,290	-9.0%	-2.9%	1,063	-32.9%	-3.5%	3,928	-10.1%	-12.1%	52	-2	-11	97.8%	0.1%	0.0%
Rhode Island	December 2019	$288K	-2.9%	7.2%	1,306	1.2%	16.8%	736	-30.8%	2.8%	3,239	-17.5%	-14.2%	57	5	-6	98.0%	0.1%	0.4%
Rhode Island	January 2020	$300K	3.9%	13.5%	966	-26.0%	9.4%	1,150	56.3%	0.1%	3,125	-3.5%	-14.9%	63	6	-9	97.8%	-0.2%	1.0%
Rhode Island	February 2020	$283K	-5.6%	12.1%	884	-8.5%	11.9%	1,276	11.0%	9.0%	3,124	0.0%	-13.2%	70	7	-7	97.9%	0.1%	1.0%
Rhode Island	March 2020	$296K	4.7%	9.8%	1,103	24.8%	3.6%	1,505	17.9%	-8.8%	3,146	0.7%	-18.5%	57	-13	-19	98.3%	0.4%	1.0%
Rhode Island	April 2020	$301K	1.4%	7.9%	991	-10.2%	-15.0%	992	-34.1%	-51.8%	2,956	-6.0%	-30.4%	51	-6	-7	99.4%	1.0%	1.5%
Rhode Island	May 2020	$301K	0.0%	2.7%	994	0.3%	-33.7%	1,508	52.0%	-32.1%	3,117	5.4%	-32.4%	50	-1	1	98.5%	-0.9%	0.2%
Rhode Island	June 2020	$315K	4.8%	6.7%	1,264	27.2%	-19.2%	1,686	11.8%	-8.5%	3,098	-0.6%	-32.7%	45	-5	1	98.7%	0.3%	0.3%
Rhode Island	July 2020	$328K	4.1%	12.1%	1,605	27.0%	-0.1%	1,818	7.8%	7.5%	3,021	-2.5%	-33.0%	45	0	0	99.2%	0.4%	0.7%
